STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03,WV20
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-05-23,,100,,100,,,1600,0.00,45,0.0,0.0,,69,56,402,260,,,225,,,12.1,,,17.2,,1,1,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-05-24,,100,,100,,,1924,0.00,7,0.0,0.0,,66,57,60,330,,,360,,,12.1,,,15.0,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-05-25,,90,,90,,,748,0.00,32,0.0,0.0,,63,54,288,20,,,360,,,8.1,,,12.8,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-05-26,,80,,80,,,1518,0.08,72,0.0,0.0,,75,52,648,140,,,135,,,10.1,,,16.1,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-05-27,,100,,100,,,1412,1.03,48,0.0,0.0,,75,59,432,70,,,135,,,17.0,,,21.9,,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-05-28,,90,,90,,,1430,0.19,38,0.0,0.0,,74,59,342,220,,,225,,,13.0,,,21.9,,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-05-29,,80,,90,,,1442,0.00,68,0.0,0.0,,79,55,618,160,,,180,,,17.0,,,20.8,,1,1,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-05-30,,70,,80,,,1406,0.00,68,0.0,0.0,,78,64,612,310,,,360,,,15.0,,,19.5,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-05-31,,60,,60,,,1406,0.00,70,0.0,0.0,,83,59,636,140,,,180,,,13.0,,,16.1,,1,1,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-01,,60,,60,,,1230,0.22,33,0.0,0.0,,72,51,300,220,,,225,,,25.1,,,40.3,,,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-02,,30,,30,,,2130,0.00,85,0.0,0.0,,76,47,768,30,,,45,,,16.1,,,23.0,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-03,,100,,100,,,1148,0.00,5,0.0,0.0,,59,47,48,20,,,45,,,16.1,,,23.0,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-04,,90,,90,,,1312,0.00,33,0.0,0.0,,68,49,300,50,,,45,,,14.1,,,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-05,,100,,100,,,1106,0.04,9,0.0,0.0,,65,55,78,20,,,360,,,17.9,,,24.2,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-06,,50,,50,,,1312,0.00,71,0.0,0.0,,75,54,642,20,,,360,,,16.1,,,19.5,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-07,,90,,90,,,1054,0.00,34,0.0,0.0,,71,50,312,150,,,135,,,17.0,,,20.8,,1,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-08,,30,,40,,,1806,0.00,87,0.0,0.0,,85,52,798,40,,,315,,,8.9,,,13.9,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-09,,70,,90,,,1230,0.01,19,0.0,0.0,,81,59,174,110,,,135,,,12.1,,,20.8,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-10,,50,,40,,,1118,0.00,80,0.0,0.0,,75,50,732,290,,,315,,,17.9,,,24.2,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-11,,40,,40,,,1548,0.00,80,0.0,0.0,,75,46,726,160,,,180,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-12,,90,,90,,,1700,0.00,29,0.0,0.0,,75,54,264,210,,,225,,,8.9,,,13.9,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-13,,30,,30,,,1454,0.00,88,0.0,0.0,,76,54,798,310,,,315,,,16.1,,,21.9,,1,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-14,,40,,30,,,1136,0.00,88,0.0,0.0,,82,51,804,330,,,315,,,14.1,,,20.8,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-15,,90,,90,,,1730,0.72,15,0.0,0.0,,86,61,138,280,,,270,,,29.1,,,43.6,,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-16,,100,,100,,,1024,0.01,2,0.0,0.0,,64,56,18,350,,,360,,,13.0,,,15.0,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-17,,50,,40,,,1342,0.00,72,0.0,0.0,,73,51,666,250,,,270,,,12.1,,,18.3,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-18,,80,,70,,,1442,0.00,54,0.0,0.0,,79,58,498,160,,,180,,,12.1,,,16.1,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-19,,70,,80,,,1806,0.67,39,0.0,0.0,,68,51,360,340,,,270,,,17.0,,,21.9,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-20,,60,,70,,,1418,0.87,48,0.0,0.0,,73,47,438,230,,,225,,,17.0,,,23.0,,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-21,,60,,60,,,1424,0.00,72,0.0,0.0,,71,54,660,280,,,270,,,16.1,,,21.9,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-22,,40,,40,,,1436,0.00,75,0.0,0.0,,73,53,684,320,,,315,,,16.1,,,21.9,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-23,,20,,30,,,1012,0.00,93,0.0,0.0,,71,48,858,310,,,360,,,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-24,,40,,50,,,942,0.00,82,0.0,0.0,,77,46,750,240,,,225,,,12.1,,,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-25,,80,,80,,,1030,0.00,39,0.0,0.0,,82,57,360,230,,,225,,,14.1,,,20.8,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-26,,100,,100,,,2124,0.00,6,0.0,0.0,,74,60,54,40,,,90,,,12.1,,,15.0,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-27,,90,,100,,,1406,0.00,47,0.0,0.0,,80,61,438,190,,,180,,,8.9,,,12.8,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-28,,100,,100,,,1724,1.53,10,0.0,0.0,,82,65,96,230,,,180,,,14.1,,,25.3,,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-29,,90,,80,,,1400,0.04,33,0.0,0.0,,82,65,306,300,,,270,,,13.0,,,17.2,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-06-30,,30,,20,,,1236,0.00,98,0.0,0.0,,74,54,894,330,,,315,,,14.1,,,23.0,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-01,,10,,20,,,1324,0.00,96,0.0,0.0,,77,49,876,320,,,315,,,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-02,,50,,60,,,1100,0.00,54,0.0,0.0,,78,51,492,250,,,180,,,14.1,,,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-03,,100,,90,,,1430,0.57,5,0.0,0.0,,77,65,42,40,,,45,,,12.1,,,16.1,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-04,,80,,100,,,1624,0.00,4,0.0,0.0,,73,61,36,100,,,45,,,12.1,,,16.1,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-05,,40,,60,,,1706,0.00,66,0.0,0.0,,81,55,606,160,,,135,,,13.0,,,17.2,,1,1,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-06,,30,,40,,,1430,0.00,64,0.0,0.0,,91,61,576,180,,,225,,,16.1,,,20.8,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-07,,30,,50,,,1448,0.00,93,0.0,0.0,,87,65,840,260,,,225,,,21.9,,,30.0,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-08,,40,,50,,,1312,0.00,89,0.0,0.0,,85,60,810,270,,,270,,,13.0,,,20.8,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-09,,20,,30,,,1706,0.00,99,0.0,0.0,,85,56,894,180,,,180,,,12.1,,,18.3,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-10,,50,,60,,,1642,0.40,56,0.0,0.0,,87,63,510,160,,,180,,,16.1,,,36.7,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-11,,70,,80,,,1500,0.02,42,0.0,0.0,,82,63,378,240,,,225,,,21.9,,,35.6,,1,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-12,,10,,10,,,1348,0.01,86,0.0,0.0,,84,60,774,290,,,270,,,17.0,,,21.9,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-13,,40,,50,,,1536,0.00,93,0.0,0.0,,82,60,840,140,,,135,,,6.9,,,11.4,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-14,,70,,90,,,1330,0.00,57,0.0,0.0,,85,62,516,220,,,225,,,13.0,,,17.2,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-15,,30,,20,,,1306,0.00,76,0.0,0.0,,88,62,684,220,,,180,,,12.1,,,16.1,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-16,,30,,20,,,1142,0.00,81,0.0,0.0,,89,66,726,210,,,225,,,16.1,,,19.5,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-17,,60,,70,,,1618,0.00,55,0.0,0.0,,91,71,492,220,,,225,,,15.0,,,20.8,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-18,,60,,90,,,1554,0.00,43,0.0,0.0,,90,72,390,260,,,225,,,16.1,,,23.0,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-19,,90,,100,,,1018,2.61,17,0.0,0.0,,84,68,156,160,,,45,,,15.0,,,28.9,,1,,1,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-20,,20,,0,,,1418,0.00,100,0.0,0.0,,81,61,894,360,,,360,,,12.1,,,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-21,,20,,20,,,1900,0.00,100,0.0,0.0,,83,55,888,140,,,135,,,8.9,,,11.4,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-22,,80,,100,,,1624,0.00,27,0.0,0.0,,79,63,234,120,,,90,,,10.1,,,13.9,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-23,,10,,20,,,1430,0.00,94,0.0,0.0,,84,59,828,40,,,45,,,14.1,,,21.9,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-24,,10,,10,,,1312,0.00,100,0.0,0.0,,82,59,882,170,,,135,,,12.1,,,15.0,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-25,,10,,10,,,1048,0.00,90,0.0,0.0,,89,60,798,270,,,270,,,15.0,,,19.5,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-26,,80,,80,,,1518,0.42,40,0.0,0.0,,86,70,348,340,,,360,,,14.1,,,20.8,,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-27,,100,,100,,,1618,0.00,19,0.0,0.0,,84,69,168,80,,,90,,,12.1,,,20.8,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-28,,40,,30,,,1430,0.69,81,0.0,0.0,,81,62,708,340,,,360,,,17.0,,,24.2,,1,,1,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-29,,30,,20,,,1400,0.00,100,0.0,0.0,,79,56,876,320,,,270,,,12.1,,,15.0,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-30,,40,,40,,,1854,0.06,74,0.0,0.0,,82,62,648,270,,,225,,,14.1,,,30.0,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-07-31,,30,,30,,,1006,0.00,88,0.0,0.0,,79,57,768,290,,,315,,,15.0,,,20.8,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-01,,100,,100,,,1448,0.00,54,0.0,0.0,,82,60,468,260,,,225,,,14.1,,,19.5,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-02,,80,,90,,,1836,0.02,40,0.0,0.0,,82,65,348,70,,,90,,,14.1,,,17.2,,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-03,,90,,100,,,1436,0.00,28,0.0,0.0,,83,65,240,140,,,135,,,15.0,,,16.1,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-04,,90,,90,,,2318,0.00,37,0.0,0.0,,87,73,324,50,,,45,,,13.0,,,18.3,,,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-05,,90,,100,,,1700,0.00,16,0.0,0.0,,77,68,138,40,,,90,,,10.1,,,16.1,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-06,,50,,50,,,30,0.00,78,0.0,0.0,,85,64,666,100,,,45,,,10.1,,,15.0,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-07,,70,,70,,,1506,0.00,73,0.0,0.0,,83,61,624,180,,,135,,,10.1,,,12.8,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-08,,70,,80,,,100,0.52,49,0.0,0.0,,83,67,414,240,,,225,,,16.1,,,23.0,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-09,,40,,30,,,1354,0.00,75,0.0,0.0,,79,58,636,260,,,270,,,17.0,,,25.3,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-10,,80,,90,,,1042,0.00,29,0.0,0.0,,70,55,252,320,,,315,,,15.0,,,20.8,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-11,,20,,20,,,1154,0.00,86,0.0,0.0,,72,51,726,360,,,360,,,10.1,,,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-12,,10,,20,,,1100,0.00,100,0.0,0.0,,75,48,840,310,,,315,,,8.9,,,15.0,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-13,,30,,30,,,1048,0.00,98,0.0,0.0,,79,48,822,260,,,315,,,8.1,,,15.0,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-14,,30,,20,,,1218,0.00,83,0.0,0.0,,81,58,696,250,,,270,,,12.1,,,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-15,,50,,70,,,1312,0.00,77,0.0,0.0,,84,58,642,200,,,180,,,8.9,,,13.9,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-16,,30,,30,,,1430,0.00,73,0.0,0.0,,85,59,606,180,,,180,,,8.9,,,12.8,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-17,,40,,40,,,1554,0.00,82,0.0,0.0,,80,56,678,10,,,360,,,14.1,,,23.0,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-18,,20,,10,,,1636,0.00,93,0.0,0.0,,81,51,768,360,,,360,,,13.0,,,25.3,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-19,,70,,90,,,1342,0.00,55,0.0,0.0,,87,54,450,240,,,270,,,17.0,,,26.4,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-20,,50,,50,,,1506,0.12,60,0.0,0.0,,85,65,492,320,,,315,,,17.0,,,23.0,,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-21,,20,,30,,,942,0.00,82,0.0,0.0,,72,51,678,10,,,360,,,17.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-22,,80,,90,,,1248,0.01,1,0.0,0.0,,69,50,12,210,,,225,,,14.1,,,18.3,,,,1,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-23,,60,,70,,,1448,0.00,55,0.0,0.0,,81,57,450,290,,,270,,,12.1,,,19.5,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-24,,70,,90,,,2106,0.00,61,0.0,0.0,,80,54,492,120,,,135,,,12.1,,,17.2,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-25,,40,,20,,,224,0.01,87,0.0,0.0,,76,53,702,320,,,315,,,17.9,,,30.0,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-26,,70,,90,,,1336,0.00,59,0.0,0.0,,80,50,474,220,,,225,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-27,,50,,70,,,1254,0.01,53,0.0,0.0,,75,55,432,360,,,315,,,16.1,,,23.0,,1,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-28,,20,,20,,,1336,0.00,91,0.0,0.0,,68,44,726,340,,,315,,,17.0,,,24.2,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-29,,70,,90,,,1036,0.03,45,0.0,0.0,,66,38,360,180,,,180,,,13.0,,,17.2,,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-30,,60,,50,,,1154,0.00,34,0.0,0.0,,84,56,276,230,,,225,,,14.1,,,18.3,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-08-31,,90,,100,,,830,0.00,0,0.0,0.0,,72,62,0,50,,,45,,,14.1,,,17.2,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-01,,90,,90,,,1642,0.00,12,0.0,0.0,,84,65,96,260,,,270,,,17.0,,,26.4,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-02,,50,,70,,,1706,0.00,69,0.0,0.0,,84,57,546,290,,,270,,,21.9,,,34.4,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-03,,30,,50,,,1230,0.00,82,0.0,0.0,,74,50,648,310,,,270,,,17.9,,,35.6,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-04,,10,,20,,,1048,0.00,97,0.0,0.0,,73,45,762,270,,,315,,,12.1,,,18.3,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-05,,30,,40,,,1224,0.00,93,0.0,0.0,,82,47,732,190,,,225,,,15.0,,,20.8,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-06,,90,,100,,,2030,0.15,9,0.0,0.0,,70,55,66,30,,,45,,,16.1,,,20.8,,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-07,,80,,90,,,418,0.00,44,0.0,0.0,,67,53,336,60,,,45,,,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-08,,10,,20,,,1712,0.00,100,0.0,0.0,,74,47,768,110,,,90,,,10.1,,,15.0,,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-09,,20,,30,,,1506,0.00,100,0.0,0.0,,81,45,768,130,,,270,,,8.9,,,15.0,,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-10,,30,,20,,,1454,0.00,92,0.0,0.0,,83,49,702,140,,,180,,,12.1,,,18.3,,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1982-09-11,,40,,50,,,1512,0.00,89,0.0,0.0,,87,58,678,200,,,135,,,13.0,,,18.3,,1,,,,,,,1,,,,,,,,,,,,,,
